aid,meanfreq,median,std,iqr,skew,melspectogram,mfcc,spaectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,pitch,Gender
slt_arctic_a0556,47.99999999987127,15.09106438861636,660528.0431836874,106523.39989665193,0.10275731506968155,0.13571439683437347,-299.3486022949219,1523.9777786151276,1552.4684508916214,25.01274776714141,3007.8101905616554,177.778,female
slt_arctic_a0230,-59.00000000000602,-11.541248270808865,663106.419176817,62922.29264008705,-1.5783014041666583,0.025997482240200043,-281.5801086425781,1345.5765144694442,1536.8737486403256,28.339359003393607,2933.952225788985,175.824,female
slt_arctic_a0218,27.999999999990205,-17.741949628398288,612668.0017044679,105343.2054508007,0.050488092881132984,0.10324566811323166,-282.432861328125,1401.3260286040302,1522.733325369552,25.39110363241709,2741.683421415441,172.043,female
slt_arctic_b0250,108.00000000000225,8.6518450259382,597801.8421167627,116112.5594852902,-0.893274753408486,0.10290654003620148,-268.35809326171875,1743.3322207996357,1568.455699868797,25.90187429553899,3278.517003213205,179.775,female
slt_arctic_a0393,30.999999999999943,-31.932797530665994,656620.5014290978,145200.4741514136,-0.07427706604599892,0.07381052523851395,-257.5565795898437,1659.6548400723048,1525.9241709810626,25.97980341290912,3075.942511307566,166.667,female
slt_arctic_b0536,45.00000000000111,33.65530132240383,472178.36736185115,71277.71817479611,0.3443201952646408,0.06769265234470367,-330.2557067871094,1601.7004532275,1673.3695048857862,24.008381910362978,3338.582710597826,170.213,female
slt_arctic_b0522,-79.00000000003556,-43.5187429844882,514269.5778465836,61148.0161202415,0.3875688549993436,0.040779214352369315,-306.76141357421875,1518.7589302109436,1561.8233862833856,24.807393272102512,2978.322098894817,175.824,female
slt_arctic_b0244,-29.000000000006956,-21.784736976587737,563538.709645131,127796.80245526962,0.1251507302532503,0.592795729637146,-300.2729187011719,1986.4739307354453,1686.0286367733286,24.29219323132379,3644.572647758152,181.818,female
slt_arctic_a0387,78.99999999999898,44.52593746873481,509820.06971972936,118827.68202370987,-0.18798367720407672,0.06435849517583847,-314.4606628417969,1692.7394144841164,1585.9030447103721,23.544760952307357,3260.503261529126,164.94799999999995,female
slt_arctic_b0278,-26.000000000003116,-11.297687982590219,697554.2458799687,94182.60008639403,-0.062345390801636605,0.05915891751646996,-273.80789184570307,1345.7284760360685,1447.2133867304583,26.247631854400392,2601.593302789136,175.824,female
slt_arctic_b0293,32.9999999970998,2.315891495092032,817630.7341455498,164122.78791983827,-0.9173694343589972,0.1130233034491539,-253.42794799804688,1783.8418198681918,1562.7518699393054,27.068059878348087,3325.242855674342,170.213,female
slt_arctic_a0350,62.99999999999053,18.501453776436392,439653.7788993609,73490.42321418757,-1.7849827632096127,0.044177811592817307,-306.090576171875,1421.1267547007758,1572.7899825678824,27.184742035351444,2989.1798558728447,166.667,female
slt_arctic_a0436,19.000000001452428,9.972882662824759,573835.4104335984,137175.05077950677,0.5660198536182951,0.0798884704709053,-279.6304931640625,1739.2400673889606,1513.7780483824044,24.28828675567444,3106.3501818426726,168.421,female
slt_arctic_a0422,28.000000000001897,9.96407772898965,339908.63754397485,60697.285387511525,-0.19529766058311437,0.01871049962937832,-342.53741455078125,1497.108483365692,1470.5488543578092,24.518382934696216,2933.531882546165,158.416,female
slt_arctic_b0287,11.00000000016572,-16.28282913244243,554498.5983080277,63879.91901481316,0.23968492516582346,0.05317679792642594,-298.29150390625,1353.5602319948994,1471.4891399207322,28.133476315236912,2683.991674049613,183.908,female
slt_arctic_a0344,49.00000000000041,33.54254644369939,517376.8149308585,132952.91840207134,-0.36827294916172054,0.07790818810462953,-280.86953735351557,1974.8875888878479,1758.7794823167542,23.563176795403,3913.353301257621,175.824,female
slt_arctic_a0378,31.0000000005302,41.98420722401352,553514.1993170298,131867.28260194627,-0.10988289816307074,0.08005502820014954,-272.31033325195307,1716.3742336048185,1531.3128328959147,24.423677065885183,3167.4873683763585,148.148,female
slt_arctic_a0191,-76.00000000037531,-50.0949773055836,732546.2992348489,163070.82036129234,-0.19457455957710237,0.17249301075935364,-258.87811279296875,1770.6916617408983,1669.9081069912768,25.62999968425273,3346.982558457168,177.778,female
slt_arctic_b0052,49.99999999998931,-25.645152866534772,486640.9237712504,113521.41723461784,-0.5201079391659975,0.10256748646497726,-295.9395751953125,2170.4211388109056,1702.3038436218628,23.212422386024073,3813.151667668269,186.047,female
slt_arctic_a0185,-87.00000000000024,-27.08714105247418,573305.4181446639,123437.96025437799,-0.4598124791679249,0.07164571434259415,-278.626708984375,1757.975813698521,1641.3889097098995,24.85109384759777,3305.622746394231,177.778,female
slt_arctic_b0046,29.999999999445606,43.75091956621277,593765.8286189967,170795.73568470211,0.1722559245907184,0.2258157283067703,-277.550537109375,1822.0806071155985,1582.1561822707456,21.96248056549677,3312.4795532226562,172.043,female
slt_arctic_a0152,94.99999999998239,16.182808030419437,459776.2888586788,123778.30257289477,0.15229888204739483,0.06661492586135864,-298.4797058105469,1977.3720952260967,1666.9257695759106,22.70597741273378,3629.4585129310335,186.047,female
slt_arctic_b0091,-79.00000000002075,-7.568219538579797,586857.0513024582,91318.47182777338,0.25654102610174584,0.033481478691101074,-310.27899169921875,1711.928792195757,1596.0943108145868,22.655718092323976,3246.5174057904414,205.128,female
slt_arctic_a0146,47.999999999992134,6.910262861973024,432072.94083812216,112118.53227104974,0.40889430334070104,0.041980747133493417,-315.998779296875,1936.0014362175928,1677.8565178495498,24.107658248505683,3692.860873909884,188.235,female
slt_arctic_b0085,-4.000000000001407,-13.924783115071477,642983.3373439689,153144.07729973563,-0.17495134870679394,0.10046831518411636,-272.64849853515625,1842.6467748784048,1570.1603929976181,22.33370279687663,3330.0465303308824,186.047,female
slt_arctic_b0084,-83.99999999999343,17.78808850662608,547102.4520407481,103855.37539628243,-0.6408245783046103,0.11167096346616744,-303.34722900390625,1683.7328489912563,1707.634260342475,24.00578730754712,3441.484375,175.824,female
slt_arctic_a0147,-14.99999999995757,15.937503410263162,710459.4856394444,123981.00944620973,-0.42069491450666524,0.06842885166406631,-267.39276123046875,1699.2430361441309,1532.4376234236527,25.92399270694325,3070.285903674929,179.775,female
slt_arctic_b0090,21.999999998821675,-55.100061301221274,641462.7193844167,190165.08412440156,-0.14246294458650496,0.14384551346302032,-259.29754638671875,1975.555691763476,1467.2763605941213,21.766887579779095,3389.7299194335938,181.818,female
slt_arctic_a0153,44.00000000144059,46.343276205561835,610075.2839751608,176874.23721820622,-0.011454535839937835,0.08122377842664719,-285.2297668457031,1987.994645911534,1629.2617190368521,22.92303870534155,3600.9848920036766,186.047,female
slt_arctic_b0047,-4.999999999999904,-3.3559642340132996,367503.55915283336,64494.757669800405,-0.08170643912533622,8.627702713012695,-343.31610107421875,1550.7384956908402,1445.8924677203888,23.11694688628245,2842.676447088068,192.771,female
slt_arctic_a0184,160.00000000000298,-18.810990021564066,635467.1014309445,186623.6185066877,-0.36923047659907016,0.13196298480033875,-275.1596069335937,2013.7267311027053,1670.2261409630253,23.879075492671713,3680.3543583039313,177.778,female
slt_arctic_b0053,-137.00000000000398,-32.71817053001723,626245.1621581607,106769.94801161202,0.38967867812108126,0.08682090044021606,-284.3979797363281,1555.3388405022486,1595.7448927310004,27.27868478446984,3128.4208838619397,177.778,female
slt_arctic_a0190,164.99999999989842,101.74662074699518,641975.0668934917,169471.68070819456,-0.2719743614078245,0.14191651344299314,-268.8240966796875,1958.8492006690449,1665.7192378411908,24.49075272786814,3632.6351768092095,172.043,female
slt_arctic_a0379,-10.000000000005135,-12.37359797145291,328222.7627138271,37423.091434704445,-0.2027726969902399,0.033373765647411346,-336.13848876953125,1448.9858741845785,1608.3080933883914,24.88136995468937,3048.508619225543,192.771,female
slt_arctic_a0423,47.99999999972127,2.4140730529325083,576190.1617722714,112821.35788079334,0.7690273178096302,0.07205863296985626,-293.90557861328125,1500.55082239095,1501.8837152472781,25.59985069216656,2968.227220618207,179.775,female
slt_arctic_a0345,44.00000000002496,-27.94011546256661,394070.14699781884,120046.38400779011,-0.19083723726582202,0.04640698805451393,-318.10369873046875,1939.9677393300688,1631.1605134345914,24.91634656384747,3611.5219116210938,148.148,female
slt_arctic_b0286,-65.99999999992838,-13.231684613303514,559129.7103719105,168484.2416850291,0.22932781086715187,0.08709684014320374,-262.42306518554693,2449.01191681371,1686.6790484811904,21.93303510680573,4157.85535447141,183.908,female
slt_arctic_a0351,-89.99999999997718,53.469542971637566,572111.968745976,208655.23626828182,0.32415182023330075,0.1615322381258011,-268.21951293945307,1773.6003785147614,1612.1656569992374,25.332494529319163,3359.77783203125,170.213,female
slt_arctic_b0292,-64.00000000000203,-27.91386384366342,545782.9077252212,130333.97916166282,-0.2131992251492159,0.039846271276474,-303.3846435546875,1908.8791129253773,1420.1444457613156,26.782085032650194,3203.2094594594605,163.265,female
slt_arctic_a0437,-19.99999999999637,18.019287441013148,644092.7891717186,193079.12866339134,-1.0693454240174691,0.10672695934772493,-265.27902221679693,1835.4825827432285,1569.6196554436888,24.225694616294017,3419.619473544034,170.213,female
slt_arctic_b0279,-110.00000000000256,-64.14465017136536,740375.7194867383,121100.32495795637,1.132697307246734,0.07779433578252792,-275.11849975585943,1664.8432124991614,1470.6427715544378,26.72587190616512,2968.49560546875,173.91299999999995,female
slt_arctic_b0523,59.99999999993122,32.385204912003246,611562.6409569804,145059.4750083755,0.2645158567649482,0.10366611182689668,-292.3486022949219,1674.095897584732,1594.685212742235,24.346334850086322,3310.2529791337024,181.818,female
slt_arctic_a0386,-36.000000000005336,16.632099954687874,473003.42109688674,73515.09091707725,0.6952543828368635,0.10387677699327467,-292.2593078613281,1502.2730083596814,1531.2214187261332,25.59309181489957,2999.920539136203,168.421,female
slt_arctic_b0245,103.99999999999487,78.5116907771444,513727.26064226293,133863.10418338625,-1.5763814891787327,0.16510480642318726,-296.35516357421875,1924.237701462626,1531.7907260448874,24.02060707005495,3383.638597571332,186.047,female
slt_arctic_a0392,53.999999999922494,49.08404962834902,649300.287982323,147789.5975292038,0.11884253600035159,0.10525737702846527,-270.01040649414057,1630.1896472912256,1639.9849363768533,25.127395100162143,3271.1019405241937,173.91299999999995,female
slt_arctic_b0251,-71.99999999999787,-42.921149922010954,629310.0172756697,165105.71363114205,0.25275468807277374,0.26261672377586365,-266.9530029296875,1854.590331415267,1505.3351518391519,23.18232450101006,3237.810724431818,181.818,female
slt_arctic_b0537,-5.000000000319951,14.539249345924787,432230.01228582807,97448.31440361319,0.6891944884474562,0.05184987187385559,-310.1441955566406,1548.5825306180031,1536.939351678875,23.965870612598447,2961.46142578125,200.0,female
slt_arctic_a0219,-25.000000000108017,11.67283084302835,530232.0155930369,141817.07339554833,-0.11290548002107642,0.5049115419387817,-283.2576599121094,1810.0637307393758,1564.3612907551749,24.292420162114034,3284.326171875,83.77,female
slt_arctic_a0557,-9.216350428756533e-11,2.4664608802850125,441960.4246496687,141934.81995377416,-0.06124092933943955,0.1228717640042305,-284.13836669921875,2103.603731219446,1596.9540586715787,25.171065306164607,3660.894917332849,173.91299999999995,female
slt_arctic_b0494,3.1534318117057624e-10,-4.248164836952128,441002.89364651457,116653.5237491611,0.30351342636754264,0.06530776619911194,-319.3656311035156,1751.7684905131216,1565.9342158629495,23.425637184645602,3267.9756496263585,175.824,female
slt_arctic_a0231,-2.9999999999921148,27.50824600374108,556916.7119565599,148057.2973871806,-0.7448524523637461,0.018670784309506416,-280.78976440429693,1690.3038104817035,1610.1004171825427,25.70118662771019,3398.8241506177324,172.043,female
slt_arctic_a0225,-3.000000000180294,23.14908270753267,605388.8337461693,126334.31867242392,0.4615403539610809,0.02136390097439289,-274.7138671875,1564.4281231201971,1507.196096668535,26.21543473439301,2941.310716711957,173.91299999999995,female
slt_arctic_a0543,16.00000000079241,1.8412725690650404,684506.4658845634,121165.12833020318,-0.03326747448707605,0.1018367037177086,-285.89801025390625,1449.375216938852,1481.4061573605206,25.00481439834168,2811.4552217371324,173.91299999999995,female
slt_arctic_b0480,-14.999999999954747,-15.875094485037152,456835.7260187856,117253.1033507024,-0.5891030606566283,0.4550836980342865,-323.714599609375,1601.6629179203921,1563.3610561459454,24.97050038591341,3083.5656180599617,173.91299999999995,female
slt_arctic_b0319,44.0000000000141,27.55319045468059,584349.0352012027,122342.4824237185,-1.6407974404304146,0.07694079726934433,-286.1897888183594,1612.2395987249042,1517.004783842521,25.051311098880692,3130.927734375,181.818,female
slt_arctic_b0457,-47.99999999991216,55.534371092355286,549571.022818905,180763.4441088632,-1.4042911333971915,0.08577777445316315,-284.67437744140625,1871.0731392751404,1651.2829521547412,23.85220764818727,3491.441818763469,168.421,female
slt_arctic_b0331,-13.999999999960275,5.825489246490179,478224.96116408,138399.8082646398,0.3638247817418804,0.5542678833007812,-303.3440246582031,1936.7633995246392,1493.3900005313938,23.49871541522234,3373.565314797794,170.213,female
slt_arctic_b0325,-13.999999999998767,9.49126006430015,449117.66390668636,121270.90047032834,-0.7486432271482398,0.11227304488420486,-292.44439697265625,1753.914833647955,1744.2476495671215,24.630936704014484,3612.994324334777,173.91299999999995,female
slt_arctic_a0580,47.00000000001115,-22.66432138835944,415391.85945081495,82941.26318217482,-0.22706408380867707,0.08366897702217102,-314.6915283203125,2092.5266805506108,1826.4678940268946,23.30925238124637,4060.761491642442,192.771,female
slt_arctic_b0443,-33.99999999999601,-20.802446437122853,636718.1294458314,127489.38287368134,0.40223329032578103,0.08961399644613266,-290.78021240234375,1493.7611337248636,1546.026871378674,26.261212101406322,2969.310179544151,172.043,female
slt_arctic_a0033,-2.2043301869374538e-11,-25.81298207625639,610441.711606893,69635.59014483329,0.0174130671956888,0.013246391899883749,-298.9256591796875,1366.4350458400042,1475.384740147997,25.35597241098975,2666.7314637382074,190.476,female
slt_arctic_a0027,-33.99999999489759,22.806054996245617,698431.8982709992,151132.34895877325,-0.07445810949006806,0.03534403815865517,-274.83120727539057,1623.2987902781895,1563.6059618616355,25.055495889140445,3117.9348185911017,190.476,female
slt_arctic_b0133,-52.999999999853,-19.352302744035114,608768.3806474083,105545.50482234654,0.42091514127307017,0.0568048246204853,-289.3432922363281,1712.1057975631911,1517.2063368425595,24.627408756100106,3198.711508892952,188.235,female
slt_arctic_b0127,-36.00000000232784,4.727918232686335,643139.0368684976,107964.56384848425,-0.5345165238216076,0.06560216099023819,-294.9454040527344,1392.0640302622605,1463.466710389493,24.52636669241519,2699.265791730183,188.235,female
slt_arctic_b0131,-53.99999999999856,12.892539896638482,548696.292311147,108372.69447595454,0.5221745635429333,0.048004377633333206,-309.77789306640625,1632.0096667904447,1544.5615599173914,24.727253589080075,3166.278076171875,192.771,female
slt_arctic_b0125,33.99999999999336,44.48851773185015,680456.7200945924,109164.62352309162,0.7644391787823762,1.2067643404006958,-284.2980651855469,1572.025504361746,1516.9057493479306,23.659993820888964,3042.7682674632347,183.908,female
slt_arctic_b0119,-25.99999999999627,-12.32475866911409,592899.9811311422,75634.5576684936,0.6029872281151386,0.055101320147514336,-293.2373352050781,1197.307757213028,1407.349598643076,27.80365752798898,2439.388916015625,190.476,female
slt_arctic_a0031,-82.00000000002946,-59.399326496257345,628774.0599329484,76419.62535497203,-0.0899425776425597,0.11407305300235747,-290.2508239746094,1462.4353600116824,1556.563410441066,21.457661714067108,3090.0146484375,195.122,female
slt_arctic_a0025,-27.00000000004607,-3.1013822881213855,595689.7317929415,118977.45631023386,-0.09105805440793091,0.05899284034967424,-281.14950561523443,1636.2586585970205,1572.6776030248943,24.54469660835577,3158.8726897737874,186.047,female
slt_arctic_a0019,-38.99999999999733,23.898249839072378,563466.5491743969,102391.66461989931,-0.7357233721704319,0.08393862098455429,-299.3608703613281,1654.686978847645,1513.5038379590842,22.869923290951704,2946.1728515625,190.476,female
slt_arctic_b0333,30.999999999998895,10.4688565123015,490664.29529924016,144818.3963458786,0.18366068095677163,0.09096099436283113,-292.63580322265625,1990.383691634284,1664.0446265970625,23.76443156206476,3696.424449573864,172.043,female
slt_arctic_b0455,75.00000000000172,11.29635610473349,504731.9875943778,106045.16547975579,0.1243514043544625,5.204309940338135,-308.752197265625,1818.1491715278744,1527.4205975531088,24.177376719236086,3228.2614315257347,181.818,female
slt_arctic_b0441,9.999999999999085,-10.68078203278128,643883.1309399237,137368.13219077938,-0.4636483646415127,0.06894537061452866,-293.1021728515625,1440.3713147571875,1462.3741677849932,26.50185361413304,2789.8956298828125,175.824,female
slt_arctic_a0582,50.99999999999103,-18.273241463000886,573867.3790070984,92676.55424810803,-0.18701904041074738,0.07819734513759613,-295.7895202636719,1383.8948816225845,1417.2669321633673,24.197957212398506,2634.3944748013005,183.908,female
slt_arctic_b0327,-27.999999999601236,29.40554336712664,414116.0214755202,78657.17408396016,0.04351047327634282,0.05861242860555649,-353.16802978515625,1549.4853013262507,1663.4314194212675,25.30118794857428,3300.6908519847966,190.476,female
slt_arctic_b0469,-44.00000000000084,57.778090715553844,730900.7996417986,118260.44873386587,-0.7866854916543157,1.1996206045150757,-290.6706848144531,1605.0385375110877,1616.711231869215,24.276255221253336,3168.034599196744,181.818,female
slt_arctic_a0233,-55.99999999999583,2.6407374551490648,518137.89107388473,110337.99462470082,-0.7286244887786794,0.0182765293866396,-301.4842834472656,1624.724176201537,1516.4772913053625,25.45985967648831,3123.1061150045957,166.667,female
slt_arctic_b0496,-32.000000000007276,-5.851027017692104,704291.299898277,147860.3891706472,0.5971740796658221,0.6235910654067993,-281.5329895019531,1767.11190793808,1544.0192821165936,23.87901010551371,3124.038973721591,177.778,female
slt_arctic_a0555,1.0554822633450635e-12,41.3278889331923,677773.048173217,178582.25647280074,-0.23207999001801474,0.1590682715177536,-285.3568420410156,1742.5537396563632,1505.9703163404324,25.336827046249123,3168.8746572330297,183.908,female
slt_arctic_b0482,3.000000000129817,-7.680708211289414,785152.9700511165,184874.97427266403,-0.7224289580662332,0.0569448359310627,-268.62905883789057,1768.245917800193,1464.6644626775894,24.886161554119788,3106.9415220280284,181.818,female
slt_arctic_a0541,-158.9999999999851,-45.16390033247444,587308.3587731635,91146.75839910493,0.2658030165736105,0.13892893493175507,-296.2137451171875,1327.6789168622824,1478.5690538241854,24.39657118668572,2780.474853515625,181.818,female
slt_arctic_a0227,3.9760666935409994e-10,3.8294336346443743,759158.1737733313,175757.01454422832,-0.06144656827578487,0.03129856660962105,-258.7362670898437,1780.1101570048365,1560.1804570975833,27.033720419714818,3175.138092041016,170.213,female
slt_arctic_a0569,133.9999999999912,43.70706531283213,702168.7592299017,76815.78864151935,-1.4433839663258896,0.0969669297337532,-290.86322021484375,1233.0508281057307,1409.091338361861,26.8804254588832,2522.321111505682,172.043,female
slt_arctic_b0247,-16.99999999999645,-4.249242690853862,676550.109553433,144921.5894629761,0.6029214462445405,0.0908133015036583,-288.7131652832031,1775.1473058681195,1505.558208057683,24.550503309355946,3168.679298003974,179.775,female
slt_arctic_a0384,-32.0000000000109,41.451759714454965,602274.8102158188,156266.4185645886,0.5106449867512098,0.12161221355199815,-285.0048522949219,1868.1090698811115,1545.871700427359,23.735687200590966,3383.7175236191856,158.416,female
slt_arctic_b0521,-45.0000000000016,16.400430927225443,543966.6808449457,87243.73235593877,-0.1755717805349355,0.03903008997440338,-319.8311462402344,1625.2371522747492,1491.8009308829505,27.02646885297103,3064.319565716912,179.775,female
slt_arctic_b0535,16.99999999998216,16.51847257442205,333443.3024338657,83755.78000853254,0.44858869358788406,0.013249123468995094,-334.44012451171875,1707.211489100739,1584.2509516842981,25.52018384551407,3285.302474650931,168.421,female
slt_arctic_b0253,-27.000000000013223,4.613506990252063,579241.1660348385,148682.0176058726,-0.6985929630060017,7.324461460113525,-288.13250732421875,1912.3812876486788,1499.1570821080186,24.56534091408309,3285.3616153492653,181.818,female
slt_arctic_a0390,-42.99999999998979,-25.416877315710735,574617.5361625375,85334.98934184267,-0.30082239279452594,0.09672059863805772,-282.9702453613281,1477.9055029165133,1508.9323319466587,25.1351000951775,2865.0375366210938,175.824,female
slt_arctic_b0509,50.00000000000131,32.590241775295,642489.2097039361,101025.90173422993,0.06701952428308756,0.206576943397522,-299.7905578613281,1491.4340950460032,1603.3190597508344,23.61567770528148,3090.885476505055,188.235,female
slt_arctic_b0284,130.00000000000082,30.504944489844092,545873.6214816574,69552.58356189067,0.29174854354948165,0.09356540441513064,-295.93115234375,1374.2724467419914,1467.922316976999,24.91291747104682,2717.5828503024195,192.771,female
slt_arctic_a0347,138.00000000004394,50.57114044530317,622290.4330491994,152583.7813503439,-0.08272796942920703,0.06888316571712494,-277.51303100585943,1611.5072495297643,1625.945873714523,25.78136361420769,3303.902379477897,170.213,female
slt_arctic_a0421,49.999999999979075,27.19048228522297,463151.3009466939,84579.84219896639,-0.3816190223387118,0.057396117597818375,-308.991943359375,1597.3738933884374,1507.0247242711594,26.3096578511918,2912.6900178840365,173.91299999999995,female
slt_arctic_a0435,-18.99999999998863,-13.52197234857158,515016.9337046386,114495.95657251237,-0.3220744125019388,0.07609272003173828,-286.5899658203125,1692.0308688864493,1577.4187971503534,23.212840854500453,3246.333514519457,188.235,female
slt_arctic_b0290,-5.000000000003407,22.88396918826038,533762.1066598863,113066.68192827344,0.8337722933775855,1.3333238363265991,-317.6719665527344,1650.8471999322526,1516.6341448767505,25.159311769393355,3026.253995028409,168.421,female
slt_arctic_a0353,60.0000000000562,-19.185225816956518,621739.9781385105,131602.45714374608,-0.16093144339646315,0.0725337415933609,-268.83169555664057,1713.1938864548295,1630.932401252125,25.648761101548914,3389.186604817709,175.824,female
slt_arctic_a0409,148.999999999992,56.14953356574915,646021.394842225,125648.72687636706,0.042304403618277295,0.12687921524047852,-280.7744140625,1741.5524220789707,1576.424059431878,25.56897839214575,3283.604416337985,161.616,female
slt_arctic_a0186,6.999999999795257,-52.96946428802039,387085.48986170685,104152.51026317955,-0.11741779164577291,0.03228446841239928,-320.6393127441406,1760.3296618569652,1595.2644775640247,24.892114508262967,3237.542724609375,175.824,female
slt_arctic_b0045,8.999999999999556,-15.781355934064777,412991.1649200331,103734.48433421395,0.19730620335145763,0.16138209402561188,-296.42156982421875,2002.0361042575405,1667.3306058989426,21.752848156168575,3614.6922317976814,202.532,female
slt_arctic_a0192,-32.999999999994266,-9.89638989404557,454690.557515763,88460.0358221617,-0.13900482505858738,0.14095543324947354,-300.885498046875,1470.4171194142816,1586.9036934503038,24.742821004100126,3110.2811925551478,172.043,female
slt_arctic_b0051,-45.99999999999938,-16.977054437847073,506230.1523996095,111999.49106719656,-0.760038070152095,0.06646336615085602,-307.6776428222656,1896.2749517306067,1621.368241300898,24.05672953928289,3489.8549725932453,175.824,female
slt_arctic_b0079,90.99999999998718,36.942227647828076,556003.5395633086,107367.18949947448,0.5014596827226067,0.32159435749053955,-299.0569152832031,1654.3917044154566,1611.4674350159573,22.69550259348255,3332.733569098908,181.818,female
slt_arctic_a0145,13.000000000514229,42.49263852582226,558599.2276586788,110620.12939284145,0.8904460570698423,0.04565859958529472,-294.5242614746094,1650.4395274406781,1647.6910672448028,24.624033226292863,3301.0111354341443,183.908,female
slt_arctic_b0086,-34.999999999822656,-15.420031813438982,514938.48698076035,88205.54334379203,-1.9731230766028207,0.10707860440015793,-279.95175170898443,1885.4567728505176,1636.3274121303891,22.359015208097645,3557.8096829927886,192.771,female
slt_arctic_a0151,4.000000000002763,36.79960401324206,780396.178589119,172669.4132089307,-0.2573468911561411,0.12272736430168152,-272.18679809570307,1760.5908926617474,1555.7406889203878,25.17700890293077,3209.350756665209,173.91299999999995,female
slt_arctic_b0092,-4.000000000023216,7.465098202694207,460794.24681914406,73134.92156643886,1.3556966888257103,0.05820390209555626,-301.0401916503906,1528.9631960001984,1613.4978929122376,25.481167250473337,3163.005873736213,179.775,female
slt_arctic_a0179,57.99999999949042,80.86132796315667,613051.2837413135,111594.65092288933,0.3273096713866282,0.07092296332120895,-275.36312866210943,1528.7414872414465,1505.4712837877344,24.94095785667381,2840.526501885776,190.476,female
slt_arctic_a0178,-156.00000000000742,-57.0628556389197,602752.291667152,144964.39248402254,0.02256341985207462,0.0859949067234993,-288.6393737792969,1594.5720515081885,1598.4090883992874,25.535559580854546,3198.301814152644,179.775,female
slt_arctic_b0093,-31.999999999999286,-5.870563510645297,445272.5932437339,65917.12117092645,0.9891472897576115,0.04456581920385362,-333.60107421875,1554.5588717892804,1636.9564010690844,24.272894782789567,3222.150213068182,195.122,female
slt_arctic_a0150,25.000000000003855,65.23288879691972,459513.98632006074,95035.11611508376,-0.5343910251992915,0.09491021931171416,-314.2171630859375,1467.1909593419941,1536.0313149274705,24.66071118245469,3015.698837652439,179.775,female
